Unnamed: 0,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
268,269,Anthony Lopes,pt POR,GK,Lyon,31-361,1990,5,5,386,4.3,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f00de885,0,0,,0.0,0.0,,,,0,,0.0,0.0,73,89,82.0,1720,1123,19,19,100.0,37,37,100.0,17,33,51.5,0.0,0,0,0,0,0,63,26,5,0,4,1,0,0,0,0,0,63,4,22,49,22,0,0,16,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,100,86,100,1,0,0,75,0,0,,0,0,45,213,146,0,0,0,0,0,42,42,100.0,0,0,0,1,0,0,0,0,16,0,0,
269,270,Rony Lopes,pt POR,"FW,MF",Troyes,26-273,1995,5,4,211,2.3,0,2,0,0,0,0,0,0.0,0.85,0.85,0.0,0.85,0.4,0.4,0.4,0.7,0.16,0.15,0.31,0.16,0.31,7c2965bb,8,4,50.0,3.41,1.71,0.0,0.0,19.3,1,0.05,-0.4,-0.4,65,77,84.4,1021,252,35,40,87.5,22,24,91.7,5,7,71.4,1.6,3,0,5,0,7,71,6,2,0,17,2,3,4,0,0,1,63,6,8,66,9,1,0,0,1,0,2,2,9,3.84,4,2,0,3,0,0,2,0.85,0,1,0,1,0,0,5,4,1,4,0,1,4,25.0,3,35,9,25.7,5,25,5,0,0,0,0,3,8,4,0,117,2,23,63,39,7,110,5,8,62.5,6,0,76,420,229,14,4,2,6,2,103,78,75.7,15,0,2,7,0,0,0,0,15,2,3,40.0
270,271,Pau López,es ESP,GK,Marseille,27-288,1994,6,6,540,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20b9f052,0,0,,0.0,0.0,,,,0,,0.0,0.0,141,184,76.6,3961,2392,21,22,95.5,79,79,100.0,41,83,49.4,0.0,0,3,0,0,0,140,44,11,0,13,3,0,0,0,0,0,110,3,71,120,32,0,0,28,1,6,0,1,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,190,143,190,1,0,0,146,0,0,,0,0,108,464,236,0,0,0,0,0,98,98,100.0,0,0,0,1,0,0,0,0,29,0,0,
271,272,Dion Lopy,sn SEN,MF,Reims,20-237,2002,6,4,348,3.9,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.01,0.07,0.08,0.01,0.08,64c14d49,1,0,0.0,0.26,0.0,0.0,,27.1,0,0.02,0.0,0.0,127,148,85.8,2491,514,48,52,92.3,64,70,91.4,15,23,65.2,-0.3,4,12,0,0,8,148,0,0,0,25,4,1,0,0,0,0,111,14,23,39,100,5,0,0,0,0,2,2,9,2.33,8,0,0,0,1,0,1,0.26,1,0,0,0,0,0,17,12,4,12,1,4,12,33.3,8,108,28,25.9,38,56,14,7,2,0,5,8,25,6,0,196,13,58,111,42,3,196,1,2,50.0,1,0,127,850,412,15,5,2,5,2,115,110,95.7,5,0,7,5,0,0,0,0,40,4,3,57.1
272,273,Jordan Lotomba,ch SUI,DF,Nice,23-363,1998,7,6,536,6.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.03,0.09,0.11,0.03,0.11,fc4cf6a7,3,1,33.3,0.5,0.17,0.0,0.0,20.8,0,0.05,-0.2,-0.2,273,324,84.3,4209,1497,153,163,93.9,104,123,84.6,9,18,50.0,-0.5,8,14,9,4,26,270,54,4,0,42,3,7,0,0,0,0,222,52,50,30,232,7,50,2,0,3,7,11,14,2.35,12,0,0,1,1,0,1,0.17,1,0,0,0,0,0,6,1,5,1,0,2,3,66.7,1,34,9,26.5,16,13,5,8,3,0,5,9,15,10,0,376,19,130,205,84,7,323,4,7,57.1,4,0,252,1765,1152,46,23,3,5,8,247,240,97.2,12,0,4,7,0,0,0,0,41,6,6,50.0
273,274,Jean Lucas,br BRA,MF,Monaco,24-097,1998,5,3,282,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.17,0.06,0.22,0.17,0.22,a99138af,5,3,60.0,1.6,0.96,0.0,0.0,18.2,0,0.11,-0.5,-0.5,137,156,87.8,2918,619,47,55,85.5,58,60,96.7,29,36,80.6,-0.2,4,19,2,0,16,153,3,3,1,17,9,1,0,0,0,0,125,7,24,9,140,3,0,2,1,1,4,3,8,2.55,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0,11,8,1,9,1,1,4,25.0,3,71,16,22.5,17,45,9,3,1,0,2,7,18,1,0,184,5,32,132,39,5,181,5,6,83.3,5,0,135,857,410,19,7,1,1,1,133,125,94.0,11,0,4,5,0,0,0,0,28,2,6,25.0
274,275,Castello Lukeba,fr FRA,DF,Lyon,19-284,2002,8,8,720,8.0,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.0,0.05,0.05,0.05,5b9512c5,3,1,33.3,0.37,0.12,0.33,1.0,8.4,0,0.13,0.6,0.6,507,557,91.0,9732,3441,167,174,96.0,278,299,93.0,55,72,76.4,0.0,0,37,1,0,36,540,17,14,1,38,5,0,0,0,0,0,496,23,38,406,123,16,2,2,1,5,11,5,5,0.62,5,0,0,0,0,0,1,0.12,1,0,0,0,0,0,7,4,5,2,0,2,5,40.0,3,69,31,44.9,34,29,6,12,5,1,7,19,26,22,0,620,59,270,370,24,6,605,1,1,100.0,1,0,452,2757,1426,49,8,0,4,2,466,462,99.1,0,0,9,8,0,0,0,0,80,15,12,55.6
275,276,Youssouf M'Changama,km COM,MF,Auxerre,32-029,1990,8,2,236,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.11,0.11,0.0,0.11,e05082d1,2,0,0.0,0.76,0.0,0.0,,37.7,2,0.01,0.0,0.0,114,135,84.4,2159,604,50,53,94.3,42,43,97.7,17,32,53.1,-0.3,4,10,2,1,12,122,13,8,1,16,10,9,4,1,3,0,96,12,27,14,118,2,0,0,0,1,0,2,10,3.81,8,1,0,0,1,0,1,0.38,1,0,0,0,0,0,5,2,3,1,1,0,2,0.0,2,40,5,12.5,12,24,4,1,0,0,1,4,9,1,0,171,6,51,69,58,7,158,5,12,41.7,5,3,123,561,268,7,4,0,5,5,130,119,91.5,9,0,1,6,0,0,0,0,25,1,2,33.3
276,277,Deiver Machado,co COL,DF,Lens,29-025,1993,6,5,423,4.7,1,1,1,0,0,0,1,0.21,0.21,0.43,0.21,0.43,0.3,0.3,0.5,0.7,0.05,0.1,0.15,0.05,0.15,b3f8bdef,5,1,20.0,1.06,0.21,0.2,1.0,20.2,0,0.05,0.7,0.7,132,159,83.0,2353,591,61,63,96.8,56,68,82.4,14,21,66.7,0.5,3,6,6,4,7,125,34,3,0,8,5,13,0,0,0,0,95,35,29,111,11,5,31,0,0,3,3,5,7,1.49,5,1,0,0,1,0,2,0.43,1,1,0,0,0,0,11,4,5,2,4,5,9,55.6,4,44,15,34.1,19,12,13,4,0,0,4,4,15,4,0,202,6,47,89,82,7,171,2,2,100.0,2,0,122,668,438,21,6,3,6,6,142,122,85.9,15,0,4,10,1,0,0,0,22,1,10,9.1
277,278,Soungoutou Magassa,ml MLI,MF,Monaco,18-354,2003,1,0,74,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dfc5d4fa,0,0,,0.0,0.0,,,,0,,0.0,0.0,24,29,82.8,499,137,12,12,100.0,6,7,85.7,6,10,60.0,0.0,0,2,0,0,3,28,1,1,0,3,2,1,0,0,0,0,19,1,9,5,22,2,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,2,4,1,0,0,1,0.0,1,18,2,11.1,9,5,4,1,0,0,1,0,5,2,0,38,1,11,24,6,0,37,0,0,,0,0,17,81,32,0,0,0,0,1,22,22,100.0,1,0,3,0,0,0,0,0,5,1,1,50.0
278,279,Hugo Magnetti,fr FRA,MF,Brest,24-120,1998,8,5,457,5.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05,d4d35152,4,2,50.0,0.79,0.39,0.0,0.0,25.8,0,0.03,-0.1,-0.1,189,226,83.6,4060,669,73,82,89.0,77,88,87.5,37,50,74.0,-0.1,4,20,4,3,15,212,14,7,0,23,23,8,1,0,1,0,161,23,42,37,176,6,3,0,1,7,2,6,10,1.97,8,0,0,1,0,1,1,0.2,0,0,0,0,0,1,14,11,6,8,0,6,12,50.0,6,74,27,36.5,23,43,8,5,1,0,4,7,21,6,0,273,9,53,162,70,2,259,5,6,83.3,5,1,177,862,370,18,7,1,2,1,191,174,91.1,12,0,4,8,0,0,0,0,46,6,7,46.2
279,280,Yohann Magnin,fr FRA,MF,Clermont Foot,25-098,1997,8,3,377,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.03,0.06,0.09,0.03,0.09,caa7aaea,2,0,0.0,0.48,0.0,0.0,,19.3,0,0.05,-0.1,-0.1,193,221,87.3,3102,722,104,112,92.9,69,82,84.1,17,23,73.9,-0.3,2,11,0,0,13,221,0,0,0,16,4,3,0,0,0,0,185,14,22,3,205,9,0,0,0,8,2,1,3,0.72,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,13,7,10,0,6,18,33.3,12,88,30,34.1,35,42,11,13,3,0,10,6,23,14,0,280,14,88,163,40,7,280,0,0,,0,0,181,617,270,6,1,0,3,5,196,185,94.4,3,0,4,8,0,0,1,0,39,6,6,50.0
280,281,Lovro Majer,hr CRO,MF,Rennes,24-253,1998,6,4,269,3.0,0,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.3,0.3,0.6,0.8,0.08,0.2,0.28,0.08,0.28,fc46aab1,5,0,0.0,1.67,0.0,0.0,,19.8,1,0.05,-0.3,-0.3,122,153,79.7,2197,520,56,66,84.8,46,50,92.0,16,25,64.0,0.4,6,11,4,0,11,143,10,3,0,18,2,6,6,2,2,0,127,9,17,121,28,1,1,2,1,2,4,9,11,3.68,6,1,0,2,2,0,1,0.33,0,1,0,0,0,0,5,2,1,0,4,0,3,0.0,3,44,9,20.5,10,17,17,1,0,0,1,4,9,1,0,193,4,14,80,115,17,183,7,10,70.0,7,1,144,794,488,32,12,1,6,14,160,143,89.4,34,0,10,5,0,0,0,0,27,0,4,0.0
281,282,Béni Makouana,cg CGO,"FW,MF",Montpellier,19-364,2002,5,0,105,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.28,0.0,0.28,0.28,0.28,654f49ca,4,0,0.0,3.43,0.0,0.0,,16.4,0,0.08,-0.3,-0.3,10,23,43.5,96,38,9,18,50.0,0,2,0.0,0,1,0.0,0.0,0,1,1,0,2,23,0,0,0,5,0,4,0,0,0,0,16,5,2,3,18,1,0,0,0,0,3,4,4,3.43,1,0,1,0,0,2,0,0.0,0,0,0,0,0,0,2,1,0,1,1,1,3,33.3,2,21,4,19.0,3,10,8,2,1,0,1,3,5,0,0,42,2,7,17,22,6,42,2,4,50.0,3,0,28,233,143,6,2,1,3,3,38,25,65.8,7,0,3,0,0,0,0,0,8,2,11,15.4
282,283,Hianga Mananga Mbock,fr FRA,MF,Brest,22-273,1999,2,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0f86995c,0,0,,0.0,0.0,,,,0,,0.0,0.0,7,10,70.0,108,7,2,3,66.7,3,5,60.0,1,1,100.0,0.0,0,1,0,0,0,10,0,0,0,2,0,1,0,0,0,0,8,2,0,1,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,6,3,50.0,1,5,0,0,0,0,0,0,0,0,0,13,1,1,8,6,0,13,1,1,100.0,1,0,12,72,28,2,1,0,1,1,9,9,100.0,1,0,1,0,0,0,0,0,3,1,0,100.0
283,284,Steve Mandanda,fr FRA,GK,Rennes,37-183,1985,6,6,495,5.5,0,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.6,0.6,0.0,0.11,0.11,0.0,0.11,1d2d5cc8,0,0,,0.0,0.0,,,,0,,0.0,0.0,119,150,79.3,3468,2178,17,17,100.0,64,64,100.0,38,69,55.1,0.4,1,1,0,0,0,113,37,12,1,6,3,0,0,0,0,0,93,1,56,13,105,0,0,27,0,0,2,1,1,0.18,1,0,0,0,0,0,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,157,112,154,5,0,0,121,1,1,100.0,1,0,90,386,266,0,0,0,0,0,78,78,100.0,0,0,1,1,0,0,1,0,19,0,0,
284,285,Thomas Mangani,fr FRA,MF,Ajaccio,35-151,1987,6,5,443,4.9,1,1,0,1,2,2,0,0.2,0.2,0.41,0.0,0.2,1.7,0.1,1.1,1.2,0.35,0.22,0.56,0.03,0.24,c801616a,5,0,0.0,1.02,0.0,0.0,,29.2,1,0.03,-0.7,-0.1,226,319,70.8,4895,1656,79,93,84.9,93,123,75.6,52,97,53.6,-0.1,14,29,4,1,25,272,47,26,1,39,18,9,20,12,7,1,171,27,121,250,43,18,1,0,1,8,6,5,19,3.86,5,12,0,1,1,0,1,0.2,1,0,0,0,0,0,7,3,3,2,2,3,11,27.3,8,91,29,31.9,21,56,14,7,1,0,6,6,13,9,0,359,14,80,208,93,4,311,1,1,100.0,1,0,194,886,409,16,4,0,3,1,218,211,96.8,4,0,8,4,0,0,0,0,63,10,6,62.5
285,286,Faitout Maouassa,fr FRA,"FW,MF",Montpellier,24-083,1998,7,5,366,4.1,1,4,1,0,0,0,0,0.25,0.98,1.23,0.25,1.23,0.7,0.7,1.7,2.4,0.17,0.41,0.59,0.17,0.59,e54a9890,8,4,50.0,1.97,0.98,0.13,0.25,22.2,1,0.09,0.3,0.3,49,82,59.8,944,370,24,34,70.6,13,19,68.4,11,19,57.9,2.3,7,4,9,2,12,72,10,1,1,16,4,6,6,4,0,0,48,13,21,69,7,1,3,1,2,2,4,10,11,2.7,7,1,1,1,0,1,5,1.23,5,0,0,0,0,0,11,8,6,5,0,3,4,75.0,1,63,17,27.0,20,30,13,11,1,0,10,4,15,3,0,134,4,32,45,67,8,123,2,7,28.6,3,1,79,484,315,11,6,2,5,7,104,79,76.0,21,0,7,8,0,0,0,0,14,1,5,16.7
286,287,Vincent Marchetti,fr FRA,MF,Ajaccio,25-085,1997,8,7,603,6.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.05,0.03,0.07,0.05,0.07,740f00ac,8,3,37.5,1.19,0.45,0.0,0.0,25.1,1,0.04,-0.3,-0.3,227,286,79.4,4095,1079,106,117,90.6,84,99,84.8,26,51,51.0,-0.2,5,26,2,0,25,278,8,6,0,32,12,5,1,0,1,0,190,28,68,225,38,18,1,2,0,6,9,5,14,2.09,11,0,1,1,1,0,1,0.15,1,0,0,0,0,0,11,7,9,2,0,7,14,50.0,7,104,31,29.8,37,54,13,6,1,0,5,8,19,6,0,356,10,65,238,75,8,347,9,13,69.2,9,0,239,1339,767,29,7,4,7,11,242,232,95.9,9,0,7,9,0,0,0,0,72,4,10,28.6
287,288,Guillermo Maripán,cl CHI,DF,Monaco,28-144,1994,5,5,380,4.2,2,0,2,0,0,2,1,0.47,0.0,0.47,0.47,0.47,0.2,0.2,0.0,0.2,0.05,0.0,0.05,0.05,0.05,d9764034,2,2,100.0,0.47,0.47,1.0,1.0,8.0,0,0.11,1.8,1.8,141,164,86.0,3088,1055,36,40,90.0,85,94,90.4,20,28,71.4,0.0,0,10,1,0,11,158,6,5,0,21,1,0,0,0,0,0,116,16,32,12,134,8,1,0,0,5,3,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,4,5,3,0,3,7,42.9,4,51,19,37.3,22,28,1,11,6,0,5,9,17,15,0,210,27,105,108,6,3,204,0,0,,0,0,111,550,238,5,2,0,0,1,117,115,98.3,1,1,5,1,0,0,2,0,39,13,8,61.9
288,289,Marquinhos,br BRA,DF,Paris S-G,28-136,1994,8,7,630,7.0,1,0,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,1.2,1.2,0.1,1.3,0.17,0.02,0.18,0.17,0.18,d5f2f82b,8,3,37.5,1.14,0.43,0.13,0.33,6.6,0,0.15,-0.2,-0.2,436,460,94.8,8027,2108,171,177,96.6,215,227,94.7,41,46,89.1,-0.1,1,9,1,0,12,453,7,6,0,24,5,0,0,0,0,0,413,26,21,118,320,13,1,5,4,1,5,1,3,0.43,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,7,5,5,1,1,4,6,66.7,2,35,10,28.6,23,10,2,7,4,0,3,9,16,7,0,504,69,266,252,24,15,497,0,1,0.0,0,0,362,1927,1131,28,3,0,3,0,404,399,98.8,3,0,3,2,0,0,0,0,60,8,6,57.1
289,290,Jonas Martin,fr FRA,MF,Lille,32-171,1990,4,0,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,468fdbad,0,0,,0.0,0.0,,,,0,,0.0,0.0,81,92,88.0,1510,361,39,44,88.6,30,32,93.8,11,15,73.3,0.0,1,9,0,0,6,89,3,3,0,10,4,0,0,0,0,0,72,7,13,9,75,7,0,0,0,2,2,0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,1,4,1,0,2,3,66.7,1,21,6,28.6,11,10,0,4,1,0,3,4,9,4,0,110,7,36,68,12,0,107,0,0,,0,0,62,298,131,4,1,0,0,1,78,77,98.7,0,0,1,1,0,0,0,0,11,3,3,50.0
290,291,Gelson Martins,pt POR,"FW,MF",Monaco,27-139,1995,4,1,111,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,0.49,0.22,0.71,0.49,0.71,3ef0fa48,5,2,40.0,4.05,1.62,0.0,0.0,15.1,0,0.12,-0.6,-0.6,43,52,82.7,543,177,31,35,88.6,9,9,100.0,1,4,25.0,-0.3,3,1,3,0,7,51,1,0,0,6,0,0,0,0,0,0,43,7,2,4,44,0,1,3,0,1,4,2,8,6.49,7,0,1,0,0,0,1,0.81,1,0,0,0,0,0,2,1,0,1,1,0,3,0.0,3,29,5,17.2,6,10,13,2,0,0,2,1,3,0,0,71,1,9,22,45,11,70,3,4,75.0,3,1,60,362,232,13,4,1,1,2,73,52,71.2,11,0,2,3,2,0,0,0,10,0,4,0.0
291,292,Eliot Matazo,be BEL,MF,Monaco,20-224,2002,3,2,94,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15944afd,0,0,,0.0,0.0,,,,0,,0.0,0.0,39,46,84.8,763,142,15,18,83.3,17,20,85.0,5,5,100.0,0.0,0,8,0,0,3,46,0,0,0,2,1,0,0,0,0,0,40,3,3,3,43,0,0,0,0,0,1,2,1,0.96,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,19,5,26.3,5,11,3,1,0,0,1,2,2,0,0,52,1,13,40,4,0,52,1,2,50.0,2,0,33,184,72,2,1,0,1,1,43,39,90.7,4,0,1,2,0,0,0,0,9,0,1,0.0
292,293,Azor Matusiwa,nl NED,MF,Reims,24-152,1998,2,2,165,1.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a17a94d6,0,0,,0.0,0.0,,,,0,,0.0,0.0,48,58,82.8,1058,241,16,18,88.9,19,23,82.6,11,14,78.6,0.0,0,5,1,1,4,58,0,0,0,10,3,1,0,0,0,0,41,6,11,15,38,2,0,1,1,0,1,1,2,1.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1,1,1,2,2,2,100.0,0,18,6,33.3,4,10,4,2,1,0,1,2,6,3,0,75,6,28,42,9,0,75,0,0,,0,0,44,149,97,3,1,0,0,4,51,47,92.2,0,0,2,3,0,0,0,0,15,3,6,33.3
293,294,Stephy Mavididi,eng ENG,FW,Montpellier,24-119,1998,1,1,29,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30144daa,0,0,,0.0,0.0,,,,0,,0.0,0.0,2,5,40.0,59,8,1,3,33.3,0,1,0.0,1,1,100.0,0.0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,1,2,1,3,1,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,,0,5,1,20.0,0,1,4,0,0,0,0,0,1,0,0,7,0,0,3,4,1,7,0,0,,0,0,6,22,4,0,0,0,1,1,7,5,71.4,2,0,1,0,0,0,0,0,1,0,0,
294,295,Fernand Mayembo,cg CGO,DF,Ajaccio,26-261,1996,3,3,262,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.07,0.0,0.07,0.07,0.07,b20cc590,2,0,0.0,0.69,0.0,0.0,,6.0,0,0.11,-0.2,-0.2,98,108,90.7,2102,344,32,34,94.1,46,52,88.5,20,21,95.2,0.0,0,1,0,0,1,102,6,5,0,9,4,0,0,0,0,0,91,8,9,15,82,7,0,0,0,1,3,1,1,0.34,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,3,0.0,3,15,6,40.0,9,6,0,4,1,0,3,4,6,17,0,138,26,86,51,4,2,133,0,0,,0,0,79,409,146,3,0,0,0,2,85,84,98.8,0,0,5,2,0,1,0,0,20,12,1,92.3
295,296,Kylian Mbappé,fr FRA,FW,Paris S-G,23-281,1998,7,7,584,6.5,7,0,7,0,1,1,0,1.08,0.0,1.08,1.08,1.08,6.5,5.7,2.0,7.6,1.0,0.3,1.3,0.87,1.18,42fd9c7f,36,17,47.2,5.55,2.62,0.19,0.41,14.5,0,0.16,0.5,1.3,217,252,86.1,3022,545,130,145,89.7,76,88,86.4,8,13,61.5,-2.0,11,8,12,1,19,240,12,1,1,30,2,10,3,0,0,0,223,8,21,30,216,1,1,2,1,4,7,4,25,3.85,19,0,3,2,0,1,5,0.77,4,0,0,1,0,0,3,2,0,1,2,1,1,100.0,0,49,12,24.5,1,16,32,5,1,0,4,4,7,1,0,368,2,9,151,239,88,355,18,46,39.1,19,3,295,1344,930,58,17,20,15,16,407,315,77.4,102,0,4,7,9,0,0,0,17,7,2,77.8
296,297,Chancel Mbemba,cd COD,DF,Marseille,28-050,1994,8,8,675,7.5,1,0,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,0.5,0.5,0.0,0.5,0.07,0.0,0.07,0.07,0.07,e76cb9cc,5,1,20.0,0.67,0.13,0.2,1.0,11.5,0,0.1,0.5,0.5,319,377,84.6,6473,2228,111,121,91.7,161,176,91.5,45,72,62.5,0.0,1,28,3,1,27,363,14,11,0,39,8,5,0,0,0,0,287,31,59,35,312,19,3,0,0,5,8,6,5,0.67,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,5,11,1,0,5,6,83.3,1,54,23,42.6,23,26,5,8,3,0,5,14,26,30,0,450,47,187,244,50,11,437,2,3,66.7,3,0,289,1532,880,37,12,1,5,3,306,301,98.4,2,0,6,4,0,0,0,0,64,16,11,59.3
297,298,Nathanael Mbuku,fr FRA,"MF,DF",Reims,20-195,2002,2,0,26,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46750e9c,0,0,,0.0,0.0,,,,0,,0.0,0.0,15,16,93.8,218,45,4,4,100.0,9,9,100.0,0,1,0.0,0.0,0,0,0,0,0,14,2,2,0,3,0,0,0,0,0,0,15,0,1,15,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,5,1,20.0,2,2,1,0,0,0,0,0,1,0,0,24,2,6,13,7,0,23,3,3,100.0,3,0,20,97,52,1,0,0,1,1,19,19,100.0,1,0,0,7,0,0,0,0,3,0,1,0.0
