id,date,start_time,comp,round,dayofweek,venue,result,goals_for,goals_against,opponent,xg_for,xg_against,possession,attendance,captain,formation,referee,match_report,notes,team,goals,shots_total,shots_on_target,shots_on_target_pct,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_clean_sheets,gk_psxg,gk_psxg_net,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
134,2022-10-01,21:00 ,Ligue 1,Matchweek 9,Sat,Home,W,2,1,Nice,0.9,0.4,57,"47,000",Marquinhos,3-4-3,Jérôme Brisard,36ac65e1,,Paris S-G,2,12,4,33.3,0.17,0.5,19.2,3.0,0,0,0.9,0.9,0.07,1.1,1.1,1,1,0,0.0,0,0.9,-0.1,0,0,0,0,0.0,3.0,0.0,20.0,1.0,15.0,25.9,1.0,0.0,10.0,8.0,1.0,12.5,1.0,13.5,630.0,699.0,90.1,10530.0,2782.0,311.0,330.0,94.2,252.0,272.0,92.6,55.0,68.0,80.9,1,0.6,7.0,38.0,7.0,0.0,30.0,669.0,30.0,8.0,1.0,45.0,9.0,5,4.0,4.0,0.0,0.0,613.0,43.0,43.0,225.0,444.0,9.0,15.0,3.0,3.0,3.0,13.0,14.0,17.0,11.0,2.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,7,6.0,5.0,2.0,3.0,16.0,18.8,13.0,137.0,33.0,24.1,38.0,72.0,27.0,13.0,2.0,0.0,11.0,11,,10.0,0.0,804.0,61.0,260.0,399.0,207.0,26.0,774.0,10.0,24.0,41.7,12.0,1.0,591.0,2898.0,1583.0,60.0,21.0,5.0,9.0,13.0,677.0,630.0,93.1,30.0,1,0,0,17,13,3,0.0,0.0,0,80.0,5.0,5.0,50.0
135,2022-08-07,20:45 ,Ligue 1,Matchweek 1,Sun,Away,L,1,4,Marseille,1.1,2.2,45,"62,738",Yunis Abdelhamid,4-3-3,Jérôme Brisard,534ab8ff,,Reims,1,16,6,37.5,0.06,0.17,18.7,0.0,0,0,1.1,1.1,0.07,-0.1,-0.1,6,4,2,33.3,0,2.6,-0.4,0,0,0,0,8.0,19.0,42.1,22.0,3.0,77.3,49.5,6.0,33.3,27.5,10.0,2.0,20.0,0.0,8.7,322.0,433.0,74.4,6174.0,2224.0,142.0,165.0,86.1,125.0,156.0,80.1,46.0,84.0,54.8,0,0.8,12.0,25.0,11.0,2.0,32.0,375.0,58.0,15.0,1.0,64.0,10.0,9,7.0,2.0,5.0,0.0,265.0,69.0,99.0,104.0,256.0,28.0,24.0,6.0,1.0,11.0,13.0,16.0,21.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6,5.0,3.0,3.0,2.0,10.0,20.0,8.0,163.0,51.0,31.3,53.0,70.0,40.0,17.0,4.0,0.0,13.0,15,,22.0,0.0,547.0,76.0,186.0,259.0,132.0,26.0,491.0,8.0,12.0,66.7,9.0,1.0,287.0,1528.0,875.0,35.0,15.0,5.0,14.0,12.0,407.0,322.0,79.1,32.0,0,0,0,12,14,1,0.0,0.0,1,91.0,21.0,25.0,45.7
136,2022-08-14,15:00 ,Ligue 1,Matchweek 2,Sun,Home,L,2,4,Clermont Foot,2.7,1.4,42,"9,456",Yunis Abdelhamid,3-4-3,Johan Hamel,ed6b4245,,Reims,2,7,3,42.9,0.0,0.0,19.3,0.0,2,2,2.7,1.1,0.16,-0.7,-1.1,4,4,1,25.0,0,2.7,-1.3,1,1,0,0,5.0,10.0,50.0,24.0,2.0,29.2,33.3,6.0,50.0,49.5,5.0,0.0,0.0,1.0,21.5,271.0,349.0,77.7,5620.0,1883.0,95.0,108.0,88.0,134.0,157.0,85.4,39.0,71.0,54.9,0,0.5,4.0,28.0,8.0,1.0,29.0,307.0,42.0,7.0,2.0,26.0,9.0,7,1.0,1.0,0.0,0.0,240.0,43.0,66.0,112.0,194.0,15.0,20.0,2.0,0.0,7.0,19.0,6.0,14.0,11.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,7,6.0,8.0,1.0,8.0,14.0,57.1,6.0,113.0,33.0,29.2,40.0,42.0,31.0,7.0,1.0,0.0,6.0,20,,13.0,0.0,446.0,55.0,169.0,199.0,115.0,17.0,403.0,6.0,17.0,35.3,8.0,1.0,260.0,1460.0,907.0,36.0,10.0,0.0,8.0,13.0,328.0,271.0,82.6,29.0,3,1,0,18,11,0,1.0,1.0,0,60.0,9.0,8.0,52.9
137,2022-08-21,13:00 ,Ligue 1,Matchweek 3,Sun,Away,D,1,1,Strasbourg,2.0,1.3,36,"25,175",Yunis Abdelhamid,3-4-1-2,Ruddy Buquet,be90ec61,,Reims,1,12,6,50.0,0.08,0.17,13.7,1.0,0,0,2.0,2.0,0.17,-1.0,-1.0,2,1,1,50.0,0,1.2,0.2,0,0,0,0,3.0,14.0,21.4,28.0,3.0,46.4,40.3,4.0,25.0,33.8,11.0,2.0,18.2,0.0,14.0,252.0,339.0,74.3,5018.0,1600.0,97.0,115.0,84.3,109.0,134.0,81.3,44.0,84.0,52.4,1,1.7,8.0,18.0,4.0,2.0,30.0,297.0,42.0,12.0,0.0,23.0,10.0,11,4.0,1.0,1.0,1.0,220.0,49.0,70.0,99.0,199.0,13.0,20.0,4.0,3.0,8.0,6.0,4.0,20.0,17.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,12,9.0,9.0,1.0,6.0,12.0,50.0,6.0,152.0,42.0,27.6,59.0,66.0,27.0,12.0,4.0,0.0,8.0,23,,24.0,0.0,452.0,64.0,162.0,231.0,89.0,22.0,410.0,8.0,15.0,53.3,8.0,2.0,254.0,1813.0,1111.0,39.0,11.0,8.0,14.0,9.0,300.0,252.0,84.0,30.0,4,0,0,16,11,5,0.0,0.0,0,69.0,10.0,18.0,35.7
138,2022-08-28,17:05 ,Ligue 1,Matchweek 4,Sun,Home,D,1,1,Lyon,0.5,0.9,26,"14,930",Yunis Abdelhamid,3-4-1-2,Jeremy Stinat,daa723a9,,Reims,1,8,5,62.5,0.13,0.2,20.4,1.0,0,0,0.5,0.5,0.07,0.5,0.5,5,1,4,80.0,0,1.0,0.0,0,0,0,0,7.0,21.0,33.3,19.0,3.0,63.2,50.4,12.0,75.0,55.3,14.0,1.0,7.1,0.0,4.3,172.0,253.0,68.0,3738.0,1615.0,61.0,78.0,78.2,76.0,95.0,80.0,33.0,73.0,45.2,1,0.4,5.0,14.0,5.0,1.0,15.0,217.0,36.0,11.0,0.0,52.0,4.0,4,2.0,1.0,0.0,1.0,151.0,30.0,72.0,80.0,138.0,9.0,9.0,5.0,0.0,6.0,11.0,5.0,13.0,8.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,17,11.0,10.0,5.0,10.0,25.0,40.0,15.0,179.0,42.0,23.5,77.0,82.0,20.0,19.0,5.0,0.0,14.0,14,,47.0,0.0,407.0,86.0,205.0,152.0,70.0,15.0,372.0,4.0,14.0,28.6,6.0,0.0,209.0,1206.0,821.0,22.0,6.0,7.0,9.0,14.0,244.0,172.0,70.5,15.0,1,1,0,12,12,0,0.0,0.0,0,71.0,14.0,13.0,51.9
139,2022-08-31,19:00 ,Ligue 1,Matchweek 5,Wed,Away,W,4,2,Angers,2.3,1.5,43,"6,500",Yunis Abdelhamid,3-4-1-2,Jérémie Pignard,d94a7d75,,Reims,4,10,4,40.0,0.3,0.75,21.3,1.0,1,1,2.3,1.5,0.15,1.7,1.5,2,2,1,50.0,0,1.4,-0.6,1,1,0,0,1.0,12.0,8.3,12.0,4.0,41.7,42.6,9.0,77.8,56.0,6.0,2.0,33.3,0.0,5.0,287.0,387.0,74.2,5541.0,1744.0,106.0,129.0,82.2,122.0,145.0,84.1,40.0,78.0,51.3,3,1.1,7.0,22.0,6.0,1.0,22.0,327.0,60.0,10.0,1.0,36.0,13.0,3,3.0,0.0,1.0,0.0,229.0,64.0,94.0,82.0,233.0,22.0,34.0,6.0,4.0,8.0,15.0,14.0,17.0,10.0,0.0,3.0,0.0,2.0,2.0,8.0,4.0,0.0,2.0,0.0,1.0,1.0,16.0,8,10.0,5.0,1.0,7.0,21.0,33.3,14.0,128.0,38.0,29.7,46.0,61.0,21.0,13.0,2.0,0.0,11.0,30,,14.0,0.0,520.0,45.0,168.0,269.0,115.0,18.0,461.0,11.0,23.0,47.8,15.0,1.0,340.0,1924.0,950.0,43.0,8.0,5.0,28.0,9.0,327.0,287.0,87.8,22.0,6,1,1,16,9,4,1.0,1.0,0,82.0,10.0,20.0,33.3
140,2022-09-04,15:00 ,Ligue 1,Matchweek 6,Sun,Home,D,1,1,Lens,2.0,2.0,36,"15,761",Yunis Abdelhamid,3-4-1-2,Eric Wattellier,21e5d4df,,Reims,1,17,5,29.4,0.06,0.2,17.7,1.0,0,0,2.0,2.0,0.12,-1.0,-1.0,4,1,3,75.0,0,1.1,0.1,0,0,0,0,3.0,10.0,30.0,23.0,3.0,30.4,33.6,10.0,30.0,33.5,8.0,0.0,0.0,0.0,12.1,288.0,358.0,80.4,5590.0,2237.0,109.0,116.0,94.0,137.0,157.0,87.3,38.0,73.0,52.1,1,1.6,11.0,24.0,6.0,1.0,34.0,319.0,39.0,10.0,2.0,31.0,7.0,11,4.0,1.0,2.0,0.0,261.0,33.0,64.0,83.0,243.0,8.0,13.0,3.0,1.0,3.0,9.0,7.0,25.0,14.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,7,5.0,10.0,0.0,6.0,16.0,37.5,10.0,168.0,47.0,28.0,49.0,85.0,34.0,10.0,6.0,0.0,4.0,23,,14.0,0.0,483.0,82.0,201.0,190.0,129.0,18.0,444.0,5.0,8.0,62.5,5.0,0.0,295.0,1657.0,971.0,24.0,9.0,3.0,18.0,20.0,320.0,288.0,90.0,34.0,2,0,0,12,13,1,0.0,0.0,0,82.0,10.0,9.0,52.6
141,2022-09-11,15:00 ,Ligue 1,Matchweek 7,Sun,Away,L,0,1,Toulouse,0.7,1.5,53,"21,315",Yunis Abdelhamid,3-4-1-2,Stéphanie Frappart,9f57e775,,Reims,0,12,1,8.3,0.0,0.0,15.7,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,3,1,2,66.7,0,1.2,0.2,0,0,0,0,2.0,13.0,15.4,26.0,2.0,38.5,35.1,9.0,33.3,30.2,5.0,0.0,0.0,1.0,16.5,370.0,488.0,75.8,6522.0,2726.0,172.0,194.0,88.7,151.0,182.0,83.0,39.0,83.0,47.0,0,0.6,10.0,22.0,6.0,1.0,41.0,428.0,60.0,19.0,1.0,71.0,9.0,8,6.0,4.0,1.0,0.0,337.0,59.0,92.0,122.0,313.0,18.0,22.0,3.0,0.0,8.0,4.0,19.0,17.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7,6.0,3.0,1.0,5.0,8.0,62.5,3.0,116.0,37.0,31.9,34.0,44.0,38.0,19.0,3.0,0.0,16.0,4,,11.0,1.0,601.0,58.0,198.0,271.0,162.0,24.0,542.0,13.0,23.0,56.5,14.0,2.0,388.0,1942.0,1112.0,45.0,15.0,6.0,17.0,17.0,382.0,370.0,96.9,41.0,2,1,0,10,20,0,0.0,0.0,0,111.0,12.0,17.0,41.4
142,2022-09-18,13:00 ,Ligue 1,Matchweek 8,Sun,Home,L,0,3,Monaco,0.3,1.9,33,"10,000",Yunis Abdelhamid,3-4-3,Marc Bollengier,c6dee225,,Reims,0,9,2,22.2,0.0,0.0,26.7,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,11,3,8,72.7,0,3.9,0.9,0,0,0,0,5.0,17.0,29.4,17.0,6.0,64.7,47.1,7.0,85.7,52.6,12.0,2.0,16.7,1.0,9.6,209.0,304.0,68.8,3859.0,1786.0,95.0,114.0,83.3,80.0,99.0,80.8,27.0,71.0,38.0,0,0.2,4.0,13.0,2.0,0.0,15.0,258.0,46.0,18.0,0.0,41.0,6.0,5,5.0,0.0,4.0,0.0,185.0,40.0,79.0,56.0,197.0,21.0,12.0,7.0,2.0,8.0,7.0,11.0,10.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9,7.0,11.0,1.0,5.0,19.0,26.3,14.0,156.0,53.0,34.0,58.0,67.0,31.0,13.0,4.0,0.0,9.0,11,,17.0,0.0,418.0,69.0,181.0,177.0,90.0,14.0,375.0,15.0,19.0,78.9,16.0,1.0,238.0,1203.0,686.0,32.0,9.0,5.0,14.0,10.0,282.0,209.0,74.1,15.0,3,1,0,15,17,3,0.0,0.0,0,74.0,8.0,11.0,42.1
143,2022-10-02,15:00 ,Ligue 1,Matchweek 9,Sun,Away,D,2,2,Troyes,,,33,,Yunis Abdelhamid,3-4-1-2,Benoît Millot,1cbd26d0,,Reims,2,5,2,40.0,0.4,1.0,,,0,0,,,,,,6,2,4,66.7,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,13,12,0,,,0,,,,
144,2022-08-07,17:05 ,Ligue 1,Matchweek 1,Sun,Home,L,0,1,Lorient,1.7,0.4,63,"28,177",Hamari Traoré,4-3-3,Bastien Dechepy,8ff3f9dd,,Rennes,0,21,5,23.8,0.0,0.0,16.4,0.0,0,0,1.7,1.7,0.08,-1.7,-1.7,2,1,2,50.0,0,0.2,0.2,0,0,0,0,3.0,4.0,75.0,11.0,3.0,27.3,29.8,5.0,20.0,29.2,4.0,0.0,0.0,0.0,9.5,586.0,681.0,86.0,11244.0,2921.0,234.0,262.0,89.3,269.0,296.0,90.9,77.0,103.0,74.8,0,1.1,14.0,42.0,13.0,2.0,59.0,640.0,41.0,6.0,1.0,73.0,24.0,17,7.0,2.0,4.0,0.0,543.0,60.0,78.0,191.0,433.0,20.0,20.0,5.0,0.0,12.0,17.0,13.0,33.0,21.0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14,3.0,12.0,8.0,5.0,17.0,29.4,12.0,143.0,40.0,28.0,25.0,70.0,48.0,11.0,3.0,0.0,8.0,8,,18.0,0.0,790.0,43.0,174.0,426.0,242.0,37.0,751.0,14.0,23.0,60.9,14.0,0.0,543.0,2763.0,1663.0,76.0,23.0,3.0,2.0,10.0,646.0,586.0,90.7,59.0,3,0,0,12,6,0,0.0,0.0,1,88.0,22.0,9.0,71.0
145,2022-08-13,17:00 ,Ligue 1,Matchweek 2,Sat,Away,D,1,1,Monaco,2.0,2.3,65,"8,000",Hamari Traoré,4-3-3,Jérémie Pignard,86562a7e,,Rennes,1,24,8,33.3,0.04,0.13,17.4,0.0,0,0,2.0,2.0,0.09,-1.0,-1.0,3,1,2,66.7,0,1.4,0.4,1,0,1,0,2.0,5.0,40.0,21.0,7.0,19.0,28.5,6.0,16.7,21.8,6.0,0.0,0.0,0.0,10.3,593.0,677.0,87.6,11485.0,3323.0,243.0,265.0,91.7,261.0,290.0,90.0,87.0,115.0,75.7,1,1.2,20.0,46.0,19.0,4.0,56.0,639.0,38.0,6.0,0.0,35.0,19.0,12,6.0,3.0,2.0,0.0,515.0,68.0,94.0,174.0,425.0,34.0,18.0,11.0,1.0,7.0,7.0,9.0,43.0,34.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,8,7.0,7.0,1.0,6.0,10.0,60.0,4.0,113.0,34.0,30.1,34.0,52.0,27.0,9.0,2.0,0.0,7.0,9,,10.0,1.0,786.0,61.0,228.0,384.0,233.0,45.0,748.0,7.0,9.0,77.8,7.0,1.0,544.0,2642.0,1439.0,64.0,18.0,8.0,10.0,17.0,640.0,593.0,92.7,56.0,3,0,0,12,6,1,0.0,1.0,0,91.0,16.0,14.0,53.3
146,2022-08-21,17:05 ,Ligue 1,Matchweek 3,Sun,Home,W,2,1,Ajaccio,1.2,1.4,56,"27,592",Hamari Traoré,4-4-2,Hakim Ben El Hadj Salem,9befca9a,,Rennes,2,16,7,43.8,0.13,0.29,16.8,1.0,0,0,1.2,1.2,0.08,0.8,0.8,2,1,1,50.0,0,1.5,0.5,1,0,1,0,8.0,20.0,40.0,23.0,0.0,60.9,43.3,6.0,100.0,62.5,8.0,0.0,0.0,1.0,16.0,428.0,543.0,78.8,9151.0,2981.0,154.0,189.0,81.5,173.0,212.0,81.6,92.0,121.0,76.0,2,0.6,10.0,33.0,7.0,1.0,44.0,495.0,48.0,11.0,1.0,65.0,15.0,9,4.0,3.0,1.0,0.0,351.0,88.0,104.0,135.0,317.0,28.0,25.0,6.0,1.0,6.0,18.0,8.0,21.0,13.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,12,5.0,10.0,3.0,5.0,15.0,33.3,10.0,125.0,45.0,36.0,33.0,62.0,30.0,17.0,4.0,0.0,13.0,8,,20.0,0.0,663.0,56.0,185.0,359.0,156.0,29.0,615.0,10.0,21.0,47.6,13.0,2.0,382.0,1812.0,907.0,46.0,12.0,6.0,17.0,7.0,486.0,428.0,88.1,44.0,5,2,1,12,16,2,0.0,1.0,0,100.0,38.0,28.0,57.6
147,2022-08-27,21:00 ,Ligue 1,Matchweek 4,Sat,Away,L,1,2,Lens,1.0,1.4,49,"37,848",Hamari Traoré,4-3-3,Jérôme Brisard,a46ef768,,Rennes,1,12,6,50.0,0.08,0.17,15.7,0.0,0,0,1.0,1.0,0.08,0.0,0.0,4,2,2,50.0,0,1.0,-1.0,0,0,0,0,8.0,18.0,44.4,25.0,4.0,56.0,41.2,9.0,44.4,37.4,9.0,1.0,11.1,0.0,13.0,442.0,530.0,83.4,8847.0,2679.0,170.0,200.0,85.0,207.0,231.0,89.6,63.0,89.0,70.8,0,0.7,9.0,30.0,9.0,1.0,35.0,482.0,48.0,17.0,1.0,68.0,7.0,9,2.0,2.0,0.0,0.0,393.0,45.0,92.0,150.0,331.0,16.0,17.0,6.0,3.0,8.0,15.0,13.0,18.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,8,6.0,5.0,2.0,2.0,7.0,28.6,5.0,108.0,24.0,22.2,22.0,54.0,32.0,15.0,6.0,0.0,9.0,14,,24.0,0.0,649.0,68.0,210.0,325.0,146.0,26.0,604.0,10.0,14.0,71.4,10.0,2.0,436.0,2003.0,1103.0,52.0,12.0,4.0,11.0,9.0,507.0,442.0,87.2,35.0,1,0,0,13,16,3,0.0,0.0,0,77.0,14.0,12.0,53.8
148,2022-08-31,21:00 ,Ligue 1,Matchweek 5,Wed,Home,W,3,1,Brest,1.2,0.4,63,"27,392",Benjamin Bourigeaud,4-3-3,Benoît Millot,b9bd2221,,Rennes,3,16,9,56.3,0.19,0.33,15.6,0.0,0,0,1.2,1.2,0.08,1.8,1.8,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,0.0,2.0,0.0,21.0,5.0,9.5,23.7,4.0,0.0,18.3,9.0,1.0,11.1,1.0,16.3,591.0,674.0,87.7,11213.0,3247.0,213.0,231.0,92.2,307.0,332.0,92.5,61.0,84.0,72.6,3,1.0,11.0,52.0,16.0,2.0,69.0,627.0,47.0,7.0,2.0,72.0,14.0,13,7.0,2.0,5.0,0.0,533.0,73.0,68.0,195.0,417.0,20.0,27.0,8.0,1.0,7.0,11.0,17.0,24.0,15.0,4.0,0.0,4.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,12,9.0,4.0,3.0,5.0,12.0,41.7,7.0,113.0,49.0,43.4,25.0,52.0,36.0,14.0,2.0,0.0,12.0,15,,24.0,0.0,820.0,52.0,214.0,441.0,218.0,42.0,773.0,9.0,21.0,42.9,11.0,3.0,560.0,2739.0,1542.0,59.0,11.0,6.0,23.0,14.0,663.0,591.0,89.1,69.0,2,0,0,11,7,3,0.0,0.0,0,91.0,13.0,20.0,39.4
149,2022-09-04,17:05 ,Ligue 1,Matchweek 6,Sun,Away,D,1,1,Troyes,2.2,0.7,71,"8,000",Hamari Traoré,4-3-3,Mathieu Vernice,e174ad85,,Rennes,1,19,6,31.6,0.05,0.17,13.5,1.0,0,0,2.2,2.2,0.11,-1.2,-1.2,1,1,0,0.0,0,0.1,-0.9,0,0,0,0,4.0,6.0,66.7,24.0,5.0,20.8,29.7,2.0,50.0,40.5,4.0,1.0,25.0,3.0,26.1,603.0,671.0,89.9,13027.0,3470.0,160.0,182.0,87.9,322.0,340.0,94.7,114.0,130.0,87.7,1,1.7,15.0,70.0,23.0,5.0,68.0,631.0,40.0,13.0,2.0,27.0,21.0,22,5.0,3.0,2.0,0.0,539.0,54.0,78.0,198.0,417.0,20.0,18.0,6.0,3.0,3.0,12.0,14.0,34.0,27.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,6,4.0,6.0,1.0,4.0,15.0,26.7,11.0,103.0,27.0,26.2,16.0,40.0,47.0,10.0,4.0,0.0,6.0,11,,8.0,0.0,771.0,28.0,117.0,395.0,311.0,47.0,730.0,4.0,10.0,40.0,5.0,0.0,575.0,2724.0,1534.0,77.0,20.0,3.0,13.0,14.0,639.0,603.0,94.4,68.0,2,0,0,22,12,3,0.0,0.0,0,69.0,18.0,13.0,58.1
150,2022-09-11,17:05 ,Ligue 1,Matchweek 7,Sun,Home,W,5,0,Auxerre,2.6,0.6,48,"27,837",Hamari Traoré,4-4-2,Thomas Léonard,16d3a368,,Rennes,5,12,8,66.7,0.42,0.63,12.3,1.0,0,0,2.6,2.6,0.22,2.4,2.4,3,0,3,100.0,1,0.3,0.3,0,0,0,0,9.0,22.0,40.9,29.0,2.0,62.1,44.7,7.0,57.1,42.9,10.0,1.0,10.0,0.0,8.5,406.0,499.0,81.4,8382.0,2700.0,149.0,173.0,86.1,182.0,214.0,85.0,70.0,100.0,70.0,1,1.7,6.0,24.0,8.0,1.0,28.0,460.0,39.0,11.0,4.0,26.0,11.0,5,2.0,0.0,1.0,0.0,368.0,49.0,82.0,142.0,297.0,23.0,18.0,3.0,2.0,3.0,13.0,9.0,19.0,13.0,0.0,2.0,1.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,2.0,18.0,11,4.0,10.0,4.0,6.0,10.0,60.0,4.0,123.0,41.0,33.3,31.0,69.0,23.0,7.0,2.0,0.0,5.0,26,,15.0,0.0,603.0,62.0,207.0,315.0,117.0,24.0,566.0,12.0,17.0,70.6,12.0,0.0,399.0,2072.0,1184.0,41.0,11.0,4.0,9.0,10.0,467.0,406.0,86.9,28.0,1,0,0,12,8,2,0.0,0.0,0,76.0,17.0,16.0,51.5
151,2022-09-18,15:00 ,Ligue 1,Matchweek 8,Sun,Away,D,1,1,Marseille,0.6,1.0,41,"62,753",Hamari Traoré,4-4-2,Benoît Bastien,abf90423,,Rennes,0,11,4,36.4,0.0,0.0,16.1,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,4,1,3,75.0,0,1.2,0.2,0,0,0,0,8.0,18.0,44.4,26.0,5.0,53.8,41.1,4.0,100.0,63.8,16.0,1.0,6.3,1.0,22.0,308.0,389.0,79.2,6069.0,2169.0,127.0,152.0,83.6,135.0,160.0,84.4,41.0,67.0,61.2,0,0.3,6.0,23.0,6.0,0.0,27.0,343.0,46.0,15.0,0.0,38.0,8.0,13,8.0,2.0,3.0,0.0,258.0,50.0,81.0,100.0,240.0,13.0,17.0,6.0,1.0,3.0,11.0,5.0,13.0,5.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11,9.0,8.0,4.0,6.0,14.0,42.9,8.0,156.0,42.0,26.9,51.0,53.0,52.0,21.0,8.0,0.0,13.0,24,,32.0,0.0,533.0,64.0,175.0,251.0,145.0,25.0,490.0,6.0,20.0,30.0,7.0,2.0,309.0,1602.0,939.0,42.0,15.0,6.0,12.0,14.0,340.0,308.0,90.6,27.0,4,0,0,18,12,0,0.0,0.0,0,72.0,15.0,16.0,48.4
